comment-000,"Page limit is often too less to report a detailed error analysis. Also manually annotation of errors is very time consuming, even if the training data is already manually annotated and the test data manually evaluated. "
comment-001,"it is time-consuming and tedious. Furthermore, it seems there is disagreement about standards, so that results cannot be compared sensibly."
